topology,qi,match,tokens,diameter,avg_degree,structural_entropy,spectral_gap,task_centrality,n_agents
er_5_p03_s1,72,0,8545,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,73,0,6881,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,74,0,3667,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,75,0,11873,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,76,0,106638,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,77,0,41380,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,78,1,41633,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,79,1,55755,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,80,0,206711,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,81,0,3220,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,82,1,98463,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,83,0,4815,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,84,0,87725,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,85,0,24581,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,86,0,24141,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,87,0,18552,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,88,0,11580,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,89,1,62366,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,90,0,170990,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,91,0,24772,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,92,0,104053,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,93,1,129597,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,94,0,9268,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,95,0,14710,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,96,0,139156,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,97,0,6820,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,98,0,11584,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s1,99,0,199768,1.7142857142857142,1.2857142857142858,2.7527152789797045,0.45595766561815904,0.0,6
er_5_p03_s2,0,0,24568,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,1,1,7152,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,2,0,20927,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,3,0,64238,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,4,0,92568,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,5,0,54729,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,6,0,68145,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,7,0,251862,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,8,0,187851,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,9,0,7982,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,10,0,59624,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,11,1,21676,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,12,0,9574,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,13,1,9951,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,14,1,70732,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,15,0,4700,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,16,0,45218,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,17,0,157309,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,18,0,21449,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,19,0,243896,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,20,0,2991,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,21,0,20262,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,22,0,264313,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,23,1,4371,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,24,1,222316,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,25,0,20372,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,26,1,63065,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,27,0,24407,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,28,1,61086,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,29,0,23893,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,30,0,15365,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,31,0,69941,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,32,0,13841,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,33,0,90316,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,34,0,116531,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,35,0,9862,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,36,0,6681,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,37,0,5336,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,38,0,59514,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,39,0,8848,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,40,0,150385,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,41,0,8190,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,42,1,34945,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,43,0,28858,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,44,0,263353,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,45,0,95023,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,46,0,8826,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,47,1,40021,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,48,0,5226,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,49,1,29572,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,50,0,108017,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,51,0,25885,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,52,0,247546,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,53,0,14956,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,54,0,29457,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,55,0,5781,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,56,0,28823,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,57,0,6892,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,58,0,49174,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,59,0,7544,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,60,1,32166,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,61,0,35679,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,62,0,35096,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,63,0,45463,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,64,0,4408,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,65,0,35485,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,66,0,27643,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,67,0,20752,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,68,0,4869,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,69,0,8196,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,70,1,10649,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,71,0,57764,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,72,0,12583,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,73,0,9807,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,74,0,6214,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,75,1,14452,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,76,0,58045,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,77,0,40404,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,78,1,72174,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,79,1,115593,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,80,0,39923,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,81,0,2947,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,82,1,97567,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,83,0,6392,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,84,0,59137,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,85,0,18253,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,86,0,44608,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,87,0,16026,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,88,0,13603,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,89,0,138576,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,90,0,212154,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,91,0,24795,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,92,0,61313,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,93,1,174366,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,94,0,18063,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,95,0,14669,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,96,0,5938,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,97,0,2047,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,98,0,17210,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p03_s2,99,1,201682,1.5714285714285714,1.2857142857142858,2.752715278979705,0.5657414540893352,0.0,6
er_5_p05_s1,0,0,18100,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,1,0,5572,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,2,0,11891,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,3,0,20692,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,4,1,99631,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,5,1,88463,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,6,0,100378,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,7,0,92997,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,8,0,91389,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,9,0,20987,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,10,0,25142,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,11,1,62219,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,12,0,3821,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,13,1,51629,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,14,0,27295,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,15,0,8337,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,16,0,23737,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,17,0,41882,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,18,0,8424,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,19,0,97825,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,20,0,5584,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,21,0,12079,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,22,1,85305,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,23,1,4437,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,24,0,177161,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,25,0,16384,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,26,0,37336,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,27,0,23337,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,28,0,36091,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,29,0,5030,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,30,0,12055,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,31,0,39576,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,32,0,13615,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,33,1,22247,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,34,0,13277,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,35,0,5431,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,36,0,11642,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,37,1,3400,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,38,0,36738,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,39,0,18782,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,40,0,81021,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,41,0,6541,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,42,0,26617,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,43,0,18164,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,44,1,109496,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,45,0,36336,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,46,0,10421,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,47,0,34005,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,48,0,8057,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,49,1,12822,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,50,0,83696,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,51,1,64712,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,52,0,144653,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,53,0,7885,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,54,0,34041,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,55,0,2872,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,56,0,5042,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,57,0,4226,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,58,1,39450,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,59,0,3968,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,60,1,45965,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,61,0,26079,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,62,0,6218,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,63,0,26252,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,64,0,13125,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,65,0,26196,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,66,0,10864,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,67,0,134733,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,68,0,4914,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,69,0,5215,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,70,1,11606,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,71,0,21042,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,72,0,4610,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,73,0,5993,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,74,0,763,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,75,0,9740,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,76,0,58796,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,77,0,37523,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,78,1,56703,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,79,1,34239,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,80,0,119492,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,81,1,4969,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,82,1,113192,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,83,0,3773,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,84,0,50668,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,85,0,14747,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,86,0,48889,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,87,0,9099,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,88,0,16013,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,89,0,6780,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,90,0,62929,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,91,0,26667,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,92,0,55730,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,93,1,45638,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,94,0,12507,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,95,1,29538,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,96,0,2081,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,97,0,2749,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,98,0,12373,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s1,99,1,51290,1.6666666666666667,1.1666666666666667,2.5027361715940035,0.5285954792089688,0.0,5
er_5_p05_s2,0,0,15565,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,1,1,4546,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,2,0,28899,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,3,0,58211,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,4,0,84885,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,5,0,15979,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,6,0,134177,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,7,1,122450,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,8,0,77280,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
er_5_p05_s2,9,0,18679,1.619047619047619,1.2857142857142858,2.7799500009615414,0.5849794211971728,0.0,6
